Station Name,Venue Name,Category,Venue Latitude,Venue Longitude,fsq_id,venue distance
27 - Praça Ana Lúcia Magalhães,Preto,Bars,-12.991484,-38.460663,4c4a3bd5959220a13290d10d,207
27 - Praça Ana Lúcia Magalhães,Proa Cervejaria Salvador,Bars,-12.994175,-38.457994,5ce8a0eb1acf11002cdee3a2,326
27 - Praça Ana Lúcia Magalhães,Su Espeto Bistrot,Bars,-12.993303,-38.460751,4fceabcce4b0296cfc3c8836,16
27 - Praça Ana Lúcia Magalhães,Restaurante Caminho de Casa,Bars,-12.995514,-38.464786,4c0da9b97189c928fb6dd7b6,479
27 - Praça Ana Lúcia Magalhães,Acqua Café,Bars,-12.993441,-38.460507,504fcb01e4b0eec17d50ff2b,38
27 - Praça Ana Lúcia Magalhães,Zaccaria Bar,Bars,-12.993536,-38.455214,52602bb0498eaf45b878d16f,598
27 - Praça Ana Lúcia Magalhães,Sal Marinho Restaurant'Bar,Bars,-12.999948,-38.456725,4f35b844e4b0b0eb8b54c21a,860
27 - Praça Ana Lúcia Magalhães,Cabana da Cely,Bars,-13.001011,-38.457171,4c702137fa49a1cd7e15a5e3,948
27 - Praça Ana Lúcia Magalhães,Tô Chegando,Bars,-12.993157,-38.455393,5647d841498e4a6344b2fe54,595
27 - Praça Ana Lúcia Magalhães,Rio Madrio,Bars,-12.989811,-38.458729,4dffe209d22d5ec6f276b95e,455
27 - Praça Ana Lúcia Magalhães,Red Burger N Bar,Bars,-12.999039,-38.460159,584894b5d21e030f3958cbef,653
27 - Praça Ana Lúcia Magalhães,Las Fuentes Pub,Bars,-12.992304,-38.454456,50cbc37ae4b0c490ba374de8,710
27 - Praça Ana Lúcia Magalhães,Quintal de Casa,Bars,-12.990262,-38.457812,4c33560e09a99c749bd20b2a,493
27 - Praça Ana Lúcia Magalhães,O Point Bar e Restaurante,Bars,-13.002051,-38.461928,4d9f8a03090da093df28d9a8,973
27 - Praça Ana Lúcia Magalhães,Bar e Lanchonete do Canal,Bars,-12.992997,-38.453112,4e6cd48645dd435bc132bfce,843
27 - Praça Ana Lúcia Magalhães,071 Music Bar,Bars,-13.001262,-38.461855,4fc182d2e4b0c5923486499f,879
27 - Praça Ana Lúcia Magalhães,Aleatórios Boteco,Bars,-12.993303,-38.460751,645007d01950697d0388e631,15
27 - Praça Ana Lúcia Magalhães,Oxe Drinks,Bars,-12.993475,-38.460569,6120402b0db3b0335859a98d,32
27 - Praça Ana Lúcia Magalhães,Bendito Cozinha Criativa,Bars,-12.993579,-38.460509,4e7aa84414959982f7c77ae3,41
27 - Praça Ana Lúcia Magalhães,Aqua,Bars,-12.993441,-38.460507,4deaebe418386283a3f2fae3,45
27 - Praça Ana Lúcia Magalhães,Peritus Bar,Bars,-12.993329,-38.462291,5d02da97c0cacb002c390b52,149
27 - Praça Ana Lúcia Magalhães,Puxadinho Restaurante,Bars,-12.991486,-38.46017,63f95696821cd0752e70d066,223
27 - Praça Ana Lúcia Magalhães,1 Opcao,Bars,-12.991312,-38.460722,54a31ee1498e7ee4e1cf564b,226
27 - Praça Ana Lúcia Magalhães,BÃO Pituba,Bars,-12.991422,-38.459307,60d9efd5cf98b14395a28ce3,272
27 - Praça Ana Lúcia Magalhães,Caranguejo do Farol - Pituba,Bars,-12.991456,-38.459246,5a772efc4ac28a5757b62dd3,272
27 - Praça Ana Lúcia Magalhães,Caranguejo do Farol - Itaigara,Bars,-12.991352,-38.45943,5c1fbda37b385f002c0871e7,273
27 - Praça Ana Lúcia Magalhães,Barraca de Josafá,Bars,-12.996667,-38.460801,4f3c109be4b09800f75a8dab,370
27 - Praça Ana Lúcia Magalhães,Bar do Jorge,Bars,-12.989598,-38.460081,59736d782f97ec4733e13056,425
27 - Praça Ana Lúcia Magalhães,Cabalito,Bars,-12.989669,-38.459712,4f5d1612e4b0241543992b00,425
27 - Praça Ana Lúcia Magalhães,Espetinho do Munrá,Bars,-12.995173,-38.464412,5a2b171e1c675b46285761bc,430
27 - Praça Ana Lúcia Magalhães,Nirvana Bar e Restaurante,Bars,-12.990053,-38.458302,4e18cf5eae6092c2765641cf,464
27 - Praça Ana Lúcia Magalhães,Varanda Amada,Bars,-12.990503,-38.457631,5a2c5892628c833792e51b84,465
27 - Praça Ana Lúcia Magalhães,Xepa,Bars,-12.989082,-38.460258,54fb1e15498e07def4924b6f,478
27 - Praça Ana Lúcia Magalhães,Meats Espeteria,Bars,-12.990301,-38.456766,581e60e7cb54576c36b48cbf,545
27 - Praça Ana Lúcia Magalhães,Texas Country Bar,Bars,-12.990301,-38.45689,5376a059498e4456c16fb433,549
27 - Praça Ana Lúcia Magalhães,Boteco Lusitanos,Bars,-12.99037,-38.456644,513b5960e4b0cc27a05f28b6,561
27 - Praça Ana Lúcia Magalhães,Ácidos Naturais,Bars,-12.994016,-38.455344,54723b64498eebfda55b07dd,601
27 - Praça Ana Lúcia Magalhães,Buza's Master,Bars,-12.988245,-38.462955,4e77a90aaeb780be0b315baf,601
27 - Praça Ana Lúcia Magalhães,Nirvana,Bars,-12.988611,-38.458281,4ce1bc7394c3b60c423e78ea,602
27 - Praça Ana Lúcia Magalhães,Obá Gastrobar,Bars,-12.992231,-38.455194,63dea697d60f7f67da3a860c,608
27 - Praça Ana Lúcia Magalhães,The Bunker - Beer Culture,Bars,-12.999039,-38.460159,5b3a62d89deb7d0039a299a8,651
27 - Praça Ana Lúcia Magalhães,Space Cancun,Bars,-12.98736,-38.461341,4ed94bee77c8274efbcc08ab,673
27 - Praça Ana Lúcia Magalhães,Meneida,Bars,-13.000232,-38.461962,4f7cfa64e4b0026159d0d68d,769
27 - Praça Ana Lúcia Magalhães,Bar de Beneida,Bars,-13.000093,-38.462207,531a328c498eb602ed4d8618,772
27 - Praça Ana Lúcia Magalhães,Botequim Salvador,Bars,-12.989729,-38.454357,51047cb6e4b0a221ce4ecf79,802
27 - Praça Ana Lúcia Magalhães,Barraca do Valter,Bars,-12.991037,-38.45376,4fbc0bfce4b09e710014beec,817
27 - Praça Ana Lúcia Magalhães,Resenha Bar Salvador,Bars,-13.000851,-38.461725,5984f00c829b0c20952d88da,846
27 - Praça Ana Lúcia Magalhães,Doce Amargo,Bars,-12.992551,-38.453044,4fcbaaf5e4b0b0ef072ab817,851
27 - Praça Ana Lúcia Magalhães,Bar e Restaurante do Irineu,Bars,-13.000851,-38.461725,4d632566a45b54816ddbfe2c,853
27 - Praça Ana Lúcia Magalhães,Figueira da Villa,Bars,-12.985374,-38.460326,61579f73d875c014a95cd9e3,887
27 - Praça Ana Lúcia Magalhães,Tortarelli Café,Restaurants,-12.993855,-38.460144,4ca76abca6e08cfa3f6e8494,89
27 - Praça Ana Lúcia Magalhães,Preto,Restaurants,-12.991484,-38.460663,4c4a3bd5959220a13290d10d,207
27 - Praça Ana Lúcia Magalhães,Crema Gelato Italiano,Restaurants,-12.989771,-38.459775,55d8b5e0498eef1f7e4619bc,415
27 - Praça Ana Lúcia Magalhães,Proa Cervejaria Salvador,Restaurants,-12.994175,-38.457994,5ce8a0eb1acf11002cdee3a2,326
27 - Praça Ana Lúcia Magalhães,Almacen Pepe,Restaurants,-12.989994,-38.456454,563c050ecd107e69915f388c,588
27 - Praça Ana Lúcia Magalhães,Restaurante Caminho de Casa,Restaurants,-12.995514,-38.464786,4c0da9b97189c928fb6dd7b6,479
27 - Praça Ana Lúcia Magalhães,Restaurante Origem,Restaurants,-12.988899,-38.455576,57a11adecd1039c8fbabaab6,757
27 - Praça Ana Lúcia Magalhães,Zaccaria Bar,Restaurants,-12.993536,-38.455214,52602bb0498eaf45b878d16f,598
27 - Praça Ana Lúcia Magalhães,Mariposa em Itaigara,Restaurants,-12.994794,-38.464591,4bb3f052f187a593b7ae13f8,430
27 - Praça Ana Lúcia Magalhães,Sal Marinho Restaurant'Bar,Restaurants,-12.999948,-38.456725,4f35b844e4b0b0eb8b54c21a,860
27 - Praça Ana Lúcia Magalhães,Paneville,Restaurants,-13.002047,-38.46279,4e1f5c487d8ba0907aed1b45,994
27 - Praça Ana Lúcia Magalhães,Tai San,Restaurants,-12.993537,-38.454967,4c4f101cd889ef3b50412360,690
27 - Praça Ana Lúcia Magalhães,Restaurante Jerimum,Restaurants,-12.986792,-38.458192,4d6939461a88b1f72f5a285d,784
27 - Praça Ana Lúcia Magalhães,Casa Oriental,Restaurants,-12.999329,-38.456962,4ba3b4d0f964a520a15638e3,797
27 - Praça Ana Lúcia Magalhães,Subway,Restaurants,-12.990279,-38.461322,4bf8833f508c0f47a5993e31,353
27 - Praça Ana Lúcia Magalhães,Super Pão Master,Restaurants,-12.993539,-38.454598,4c48bba49e3e2d7fa868d547,685
27 - Praça Ana Lúcia Magalhães,Cantina Volpi,Restaurants,-12.991106,-38.453761,4c01acf73ab80f476c8f90ff,815
27 - Praça Ana Lúcia Magalhães,McDonald's,Restaurants,-12.988494,-38.468007,4c26f1f73703d13a7459a636,939
27 - Praça Ana Lúcia Magalhães,Restaurante Casa Oriental,Restaurants,-12.999261,-38.456961,4e9b6fb7b63497cdaa3a7397,770
27 - Praça Ana Lúcia Magalhães,Restaurante Mar Aberto,Restaurants,-12.999187,-38.465026,50bb75f5e4b05175d4b8e44f,786
27 - Praça Ana Lúcia Magalhães,Cf Burger Co.,Restaurants,-12.992132,-38.454392,57f9836fcd10bc6617bc958b,718
27 - Praça Ana Lúcia Magalhães,Porto Brasil,Restaurants,-12.991864,-38.453157,4d0e70343e306dcb73aca789,849
27 - Praça Ana Lúcia Magalhães,Select Alto do Itaigara,Restaurants,-12.99604,-38.469597,4c50ca6ed2a7c9b6993c1c10,987
27 - Praça Ana Lúcia Magalhães,Masani Rede Mix,Restaurants,-12.989733,-38.460575,4c979efc38dd8cfa014ae562,388
27 - Praça Ana Lúcia Magalhães,Bar e Lanchonete do Canal,Restaurants,-12.992997,-38.453112,4e6cd48645dd435bc132bfce,843
27 - Praça Ana Lúcia Magalhães,Torre de Pizza,Restaurants,-12.98981,-38.458853,4e3ddb67b0fb875af868c12c,454
27 - Praça Ana Lúcia Magalhães,Bendito Cozinha Criativa,Restaurants,-12.993579,-38.460509,4e7aa84414959982f7c77ae3,41
27 - Praça Ana Lúcia Magalhães,de Além Mar Doces Portugueses,Restaurants,-12.993231,-38.461366,5be87d40f8cbd4002c9657dc,52
27 - Praça Ana Lúcia Magalhães,Restaurante Skilo,Restaurants,-13.001013,-38.456679,4c696b8a3bad2d7f42c5afee,968
27 - Praça Ana Lúcia Magalhães,Subway,Restaurants,-12.996479,-38.464185,4e4a863245dd81ecad8daed8,505
27 - Praça Ana Lúcia Magalhães,Pizza Hut,Restaurants,-12.990076,-38.453623,59371f5167a9fe1a6cb77659,859
27 - Praça Ana Lúcia Magalhães,BÃO Pituba,Restaurants,-12.991422,-38.459307,60d9efd5cf98b14395a28ce3,272
27 - Praça Ana Lúcia Magalhães,Mesa 200 do Doc Casual,Restaurants,-12.990009,-38.46021,52fa8d6f498e87ce4855a045,381
27 - Praça Ana Lúcia Magalhães,Totus Fresh Food,Restaurants,-12.990572,-38.457509,524b5c5611d27c7b2ff2bacb,471
27 - Praça Ana Lúcia Magalhães,Barraca do churros,Restaurants,-12.991946,-38.457406,51a6044e498e66c4f34a0dcc,408
27 - Praça Ana Lúcia Magalhães,Raviole,Restaurants,-12.992324,-38.457227,56917500498eaa6ede575f5a,414
27 - Praça Ana Lúcia Magalhães,Raf Especial Food,Restaurants,-12.996033,-38.463994,533c7f2f498e4f93124531ed,446
27 - Praça Ana Lúcia Magalhães,Varanda Amada,Restaurants,-12.990503,-38.457631,5a2c5892628c833792e51b84,465
27 - Praça Ana Lúcia Magalhães,Muu,Restaurants,-12.990193,-38.457811,5525d074498e343c3770caac,494
27 - Praça Ana Lúcia Magalhães,Tas Cozinha Japonesa,Restaurants,-12.990128,-38.457072,5f751b6a508f5d21a4c14c50,550
27 - Praça Ana Lúcia Magalhães,Delicatessen Flor do Parque,Restaurants,-13.001711,-38.461307,4d32e9002c76a14362db75c7,923
27 - Praça Ana Lúcia Magalhães,Petit Marche Com.,Restaurants,-12.994151,-38.455715,515aecc9e4b011b463469921,575
27 - Praça Ana Lúcia Magalhães,Restaurante Sabor de Casa Itaigara,Restaurants,-12.998166,-38.463163,5d613f95256be1000714941e,589
27 - Praça Ana Lúcia Magalhães,Restaurante Fazendinha Grill,Restaurants,-12.996369,-38.4656,543407f1498e412e7dfb790d,612
27 - Praça Ana Lúcia Magalhães,Mangostão,Restaurants,-12.992753,-38.453909,4ffc55c2e4b099cda1a2f847,762
27 - Praça Ana Lúcia Magalhães,Sasá,Restaurants,-12.997644,-38.464572,538480b1498e1b7adfd05c69,625
27 - Praça Ana Lúcia Magalhães,Cremonini Ristorante,Restaurants,-12.999075,-38.459729,5b8095e8894eac002c0dff5c,633
27 - Praça Ana Lúcia Magalhães,Salsero,Restaurants,-12.998969,-38.460404,5e0cc7742afdd50007d44bd8,639
27 - Praça Ana Lúcia Magalhães,Haack,Restaurants,-12.99916,-38.463363,5d3a43d5d32a25000896d2aa,693
27 - Praça Ana Lúcia Magalhães,Pizzaria Sapori,Restaurants,-12.999958,-38.461835,4e87b301be7bcd2a2aaf91f2,717
27 - Praça Ana Lúcia Magalhães,Club Set,Sports & Recreation,-12.994106,-38.457993,4d34136c5017a09374d9579b,327
27 - Praça Ana Lúcia Magalhães,Ballet Rosana Abubakir,Sports & Recreation,-12.999585,-38.460906,4d93c4f79892a1cd0b0e9369,705
27 - Praça Ana Lúcia Magalhães,Academia Speed Fitness,Sports & Recreation,-12.999528,-38.458442,4e8e1afa722e5135d880a586,745
27 - Praça Ana Lúcia Magalhães,Itaigara Parque Fitness Club,Sports & Recreation,-12.998814,-38.464096,523dcff311d2b3a6be60559f,695
27 - Praça Ana Lúcia Magalhães,Academia Espaço Vittal,Sports & Recreation,-13.001196,-38.461361,4d950a1dc910d7ceb79c3755,884
27 - Praça Ana Lúcia Magalhães,Smart Fit,Sports & Recreation,-12.991039,-38.467306,5e13d0a59cf66c00087f8212,733
27 - Praça Ana Lúcia Magalhães,Academia Fiesta Bahia Hotel,Sports & Recreation,-12.998057,-38.464332,5192cc03498ea802a13ff201,640
27 - Praça Ana Lúcia Magalhães,Well,Sports & Recreation,-12.99341,-38.452872,51f9458e498e460c8b53df39,857
27 - Praça Ana Lúcia Magalhães,Ballet Marília Nascimento,Sports & Recreation,-12.993166,-38.460626,532a2bac498eb25c1c96aa9d,36
27 - Praça Ana Lúcia Magalhães,Duo Studio de Pilates,Sports & Recreation,-12.992752,-38.46099,4e9efbb86d86587cc2bb6243,65
27 - Praça Ana Lúcia Magalhães,Marathon Club - Pituba,Sports & Recreation,-12.993092,-38.46161,4ca2fdf3a73cb60c17cc1478,79
27 - Praça Ana Lúcia Magalhães,Academia Clube da Saúde - Fiesta Bahia Hotel,Sports & Recreation,-12.993377,-38.459644,51decfc3498ee350ebedb7ee,134
27 - Praça Ana Lúcia Magalhães,Well Fitness,Sports & Recreation,-12.992711,-38.462282,54fe25de498ee99fd368dd50,155
27 - Praça Ana Lúcia Magalhães,Studio de Ballet Ana Campello,Sports & Recreation,-12.990212,-38.460829,53daea4b498e43c1f9331c95,324
27 - Praça Ana Lúcia Magalhães,Curves,Sports & Recreation,-12.9897,-38.460267,4e1c99c6a80980ebf5a397ac,404
27 - Praça Ana Lúcia Magalhães,Confraria,Sports & Recreation,-12.990397,-38.458184,4d8a83611508a1434700271e,440
27 - Praça Ana Lúcia Magalhães,Yoga Dinâmica,Sports & Recreation,-12.998005,-38.461006,4defb10e887754a6af99406b,495
27 - Praça Ana Lúcia Magalhães,Academia Daki,Sports & Recreation,-12.99786,-38.462481,5138ebbae4b0ccb4cdac6b4e,530
27 - Praça Ana Lúcia Magalhães,Alcatéia Crossfit,Sports & Recreation,-12.990647,-38.456156,54af1179498e4ce7164f1979,570
27 - Praça Ana Lúcia Magalhães,Gym,Sports & Recreation,-12.996681,-38.464927,501aeac4e4b06ef592d2b441,575
27 - Praça Ana Lúcia Magalhães,Academia Estaçao Saude,Sports & Recreation,-12.987905,-38.462211,4ca0899d7c096dcbe48fe7d1,604
27 - Praça Ana Lúcia Magalhães,Adevan Pereirs Ass. Esportiva - Salvador - Bahia,Sports & Recreation,-12.989994,-38.456454,4d93a47eeccda143a5520f55,611
27 - Praça Ana Lúcia Magalhães,Academia Life Privilege,Sports & Recreation,-12.998968,-38.460651,513a6958e4b024277312362d,623
27 - Praça Ana Lúcia Magalhães,Academia do Torre,Sports & Recreation,-12.987941,-38.461903,4ebfaf8329c25ce5a1ee68ea,629
27 - Praça Ana Lúcia Magalhães,Selfit Academias,Sports & Recreation,-12.990375,-38.455782,56b24553498e48396bbcb2e6,650
27 - Praça Ana Lúcia Magalhães,JKL Dance,Sports & Recreation,-12.993538,-38.454844,4ddacaafd16419ce672a8c8b,662
27 - Praça Ana Lúcia Magalhães,Clube Bnb,Sports & Recreation,-12.998993,-38.462437,4e51964b62e14b77e3ba882a,665
27 - Praça Ana Lúcia Magalhães,IPR Academia,Sports & Recreation,-12.998606,-38.464463,4ec64ce17ee537da7d175a59,703
27 - Praça Ana Lúcia Magalhães,Boxeclub,Sports & Recreation,-12.995221,-38.454561,50ed4646e4b07aef291c0198,719
27 - Praça Ana Lúcia Magalhães,Clinfitness,Sports & Recreation,-12.986742,-38.461331,59e4be6b6eda02332944548d,725
27 - Praça Ana Lúcia Magalhães,Swimming Pool Alves,Sports & Recreation,-12.999435,-38.463367,54f31bd4498e9a7e4873e4ea,729
27 - Praça Ana Lúcia Magalhães,Academia Garagem Dance,Sports & Recreation,-12.993129,-38.454099,53f4c6d8498eacab768e885b,739
27 - Praça Ana Lúcia Magalhães,Academia do Parque,Sports & Recreation,-12.986714,-38.460161,4c5852cd2308be9a69285b6c,742
27 - Praça Ana Lúcia Magalhães,Academia Ed. Premium Plaza,Sports & Recreation,-12.988812,-38.466349,4f27f704e4b0d4bbe53779b0,777
27 - Praça Ana Lúcia Magalhães,Garagem da Dança,Sports & Recreation,-12.992925,-38.453727,502d81e7e4b01882f7e7368e,779
27 - Praça Ana Lúcia Magalhães,Physical Club,Sports & Recreation,-12.992548,-38.45366,4e0cf958483bc2b5f47374d1,786
27 - Praça Ana Lúcia Magalhães,Espaço Mahatma Gandhi,Sports & Recreation,-12.999704,-38.457522,4db9ea3e815445c8ca406100,803
27 - Praça Ana Lúcia Magalhães,Academia Maison Mont Blanc,Sports & Recreation,-12.99251,-38.468375,4f186338e4b0a0515c5a6637,806
27 - Praça Ana Lúcia Magalhães,Studio Marcelo Caetano,Sports & Recreation,-12.99533,-38.453393,4f6cf0c4e4b056aa923cf6ec,840
27 - Praça Ana Lúcia Magalhães,Espaçovittal Studio Pilates,Sports & Recreation,-13.000956,-38.461296,51f167cf498e11d3fff493fb,847
27 - Praça Ana Lúcia Magalhães,Esporte - mendel,Sports & Recreation,-12.99468,-38.452952,51895c72498efdc2c39a3e63,862
27 - Praça Ana Lúcia Magalhães,Akuarina - Natação Infantil,Sports & Recreation,-12.991658,-38.453031,4da067b74977236a0e46c296,873
27 - Praça Ana Lúcia Magalhães,Piscina do Velas do Mar,Sports & Recreation,-12.999975,-38.465345,4efa787761af45460104e923,880
27 - Praça Ana Lúcia Magalhães,Ana Manzano Pilates,Sports & Recreation,-12.988326,-38.467327,4cace2ac36fa6dcbf772e278,882
27 - Praça Ana Lúcia Magalhães,Pilates,Sports & Recreation,-12.999951,-38.456232,4f68e4c5e4b0658d126cca37,892
27 - Praça Ana Lúcia Magalhães,Life,Sports & Recreation,-13.00144,-38.460564,4ee8ed1e02d5895bd7d5bd12,902
27 - Praça Ana Lúcia Magalhães,Academia do Residencial do Parque,Sports & Recreation,-13.00042,-38.465536,50200fdae4b0d186b0d06465,931
27 - Praça Ana Lúcia Magalhães,Aerokart,Sports & Recreation,-13.000731,-38.46511,50b81931e4b036209cf07c5d,938
27 - Praça Ana Lúcia Magalhães,CrossFit Mandacaru,Sports & Recreation,-12.984857,-38.460626,512dce79e4b0eea8058063ae,940
27 - Praça Ana Lúcia Magalhães,Alcatéia Crossfit - 2,Sports & Recreation,-13.001771,-38.463032,57cb4fdf498e289dab182f07,958
11 - Amaralina,Pra Começar,Bars,-13.008152,-38.463989,4c1d754eeac020a1d85348c2,675
11 - Amaralina,Boteco do Piri,Bars,-13.006719,-38.462243,532497d0498e54640e2fe241,914
11 - Amaralina,Valentim Bar,Bars,-13.008805,-38.463814,51aa2765498e5c2e35418adf,613
11 - Amaralina,Meu Bar,Bars,-13.013202,-38.470098,4f498b8ee4b030691a811ce4,211
11 - Amaralina,O Rei da Carne de Sol,Bars,-13.013204,-38.469729,4d67cec8cba6a35d5333d1c1,157
11 - Amaralina,Visgueira Bar,Bars,-13.010817,-38.473449,50e5816e582f2816ac6a8a85,581
11 - Amaralina,Bar Piauí,Bars,-13.006744,-38.464153,4c262a4ef1272d7f120086c5,778
11 - Amaralina,Djalma's Drinks,Bars,-13.008227,-38.462758,4c0bc6fbdb369c7414d891ea,752
11 - Amaralina,What's Up,Bars,-13.008195,-38.462204,4c47d5b1eb489c74729cc947,810
11 - Amaralina,Mirante Bar,Bars,-13.013244,-38.468682,4f7e24ace4b00502a856cbac,108
11 - Amaralina,Pra Você - Bar e Restaurante,Bars,-13.007829,-38.466878,4fac4c7fe4b021d74980093e,518
11 - Amaralina,Cabana da Praia,Bars,-13.013518,-38.468686,4eac72f802d5cf33fa06d00b,138
11 - Amaralina,Empório BAR Pituba,Bars,-13.011454,-38.469518,53dd9fb4498e59584bcd08a4,153
11 - Amaralina,Badge's Point,Bars,-13.010951,-38.467109,5ca17e52180b910039dbc9f3,200
11 - Amaralina,Chateau LaXanda,Bars,-13.010702,-38.469014,5741180c498ee283bd117cae,207
11 - Amaralina,Cante e Encante,Bars,-13.010083,-38.469128,574209f5498eb3b82bebaa28,256
11 - Amaralina,Varanda's Restaurante e Bar,Bars,-13.013544,-38.470349,54a02ae6498efa1bc761432b,257
11 - Amaralina,Cante Comigo,Bars,-13.010116,-38.469436,5742098b498e7647fa48378a,272
11 - Amaralina,Babado,Bars,-13.011002,-38.470804,50c1973be4b0e27ba41faaa0,284
11 - Amaralina,Cantando Junto,Bars,-13.009978,-38.469557,57420a79498e1f6335426912,293
11 - Amaralina,Bar CSI Los Angelis,Bars,-13.009225,-38.469054,574116ba498eff6091cc0300,353
11 - Amaralina,Delicatessen Estrela do Mar,Bars,-13.012885,-38.471879,4e8db229b803ca3dfce41d6e,389
11 - Amaralina,Bar Criminal Minds,Bars,-13.008679,-38.46843,57411578498eb8c19fa64739,404
11 - Amaralina,Dona Cheffa pizza music bar,Bars,-13.008788,-38.467262,50959cbce4b0cb50cc504dad,410
11 - Amaralina,Bar CSI Miami,Bars,-13.008808,-38.470156,5741164c498e3b4a6183f816,439
11 - Amaralina,Cantinho da Pituba,Bars,-13.008761,-38.465845,4fa469e5e4b04193752e3680,474
11 - Amaralina,Santo de Casa - Boteco e Choperia,Bars,-13.01343,-38.472749,5341b33011d20069382e65cf,483
11 - Amaralina,Boteco do Besouro,Bars,-13.007919,-38.469527,4fb01911e4b06952e013934d,513
11 - Amaralina,Bar boteco São Jorge,Bars,-13.007788,-38.475005,4d96785aa2c654815e36c153,883
11 - Amaralina,QG Barril,Bars,-13.010888,-38.472958,4d8fd3cc1d06b1f74066683b,525
11 - Amaralina,Boteco Guagalupe,Bars,-13.007795,-38.466693,56a2b565498ea31a4dd3d2b8,535
11 - Amaralina,Boteco To Na Reuniao,Bars,-13.009215,-38.464312,5894f07998f8aa7c1433c449,546
11 - Amaralina,É do Brasil,Bars,-13.009214,-38.464436,4e091f2cfa767637fd34f302,547
11 - Amaralina,Black Elephant,Bars,-13.010783,-38.473387,581fcb3cde98371fb9cfa4a4,573
11 - Amaralina,Restaurante do Galego,Bars,-13.009044,-38.464125,5399e2da498ea6a8231ad733,592
11 - Amaralina,Boteco do César,Bars,-13.008147,-38.471932,52d32b50498ecf50daf7777e,605
11 - Amaralina,Jonathan Lima,Bars,-13.008896,-38.473174,5214067293cdb75b61dc0ef5,651
11 - Amaralina,Valentim Galego,Bars,-13.008843,-38.463137,57d1dd7f498e9102aa3858aa,677
11 - Amaralina,Bar Pedra 90,Bars,-13.010127,-38.474178,514bc6f4e4b009f28b1ba638,682
11 - Amaralina,Sima's Bar,Bars,-13.006845,-38.47142,51b38760498e88f8b682aded,692
11 - Amaralina,Pantaneiro Bar,Bars,-13.008707,-38.462766,50833295e4b05bd7ef086a58,744
11 - Amaralina,Bar do Tião,Bars,-13.008719,-38.474218,51731114e4b0b3f54052f220,752
11 - Amaralina,Hungry Tiger,Bars,-13.008719,-38.474218,4e2a368118a80bb0584b9fcb,753
11 - Amaralina,Burburinho,Bars,-13.008123,-38.462818,50567c56e4b07ab78e18414e,757
11 - Amaralina,Bar de Vavado,Bars,-13.008547,-38.474401,532a1296498e48fedfa69a54,772
11 - Amaralina,Depósito de Bebidas Cerqueira,Bars,-13.005885,-38.471159,5027e59ee4b08f94e5e7e08c,778
11 - Amaralina,Bar do Beco,Bars,-13.01187,-38.47562,55fdcbb2498ea821bcb01067,796
11 - Amaralina,Pra Começar,Bars,-13.00823,-38.462143,53d9270f498e29f9a4f86837,797
11 - Amaralina,Bar do Armando,Bars,-13.009364,-38.475644,55d1209c498e32f4c540c58f,857
11 - Amaralina,Bar do Binaca,Bars,-13.009364,-38.475644,517d8c7ce4b01b121c3e0d17,860
11 - Amaralina,Restaurante Sertão Bom,Restaurants,-13.010546,-38.465871,4e7a13c5ae60757c758b80b8,331
11 - Amaralina,Di Lucca,Restaurants,-13.008124,-38.462695,4f8ed806e4b0e25286afed88,762
11 - Amaralina,Skilo Restaurante,Restaurants,-13.006804,-38.465878,57223b29498e1e541e606a90,664
11 - Amaralina,Perini,Restaurants,-13.009287,-38.463451,4dbd6571b592b4962bdc2c96,615
11 - Amaralina,Boteco do Piri,Restaurants,-13.006719,-38.462243,532497d0498e54640e2fe241,914
11 - Amaralina,Viva o Grão - Restaurante Natural,Restaurants,-13.009146,-38.464311,4d322664b609370403ddf3df,559
11 - Amaralina,Meu Bar,Restaurants,-13.013202,-38.470098,4f498b8ee4b030691a811ce4,211
11 - Amaralina,O Rei da Carne de Sol,Restaurants,-13.013204,-38.469729,4d67cec8cba6a35d5333d1c1,157
11 - Amaralina,Panificadora e Lanchonete Irmaos Andrade,Restaurants,-13.010184,-38.476518,4f954d2be4b0a510a802ed54,919
11 - Amaralina,Bar Piauí,Restaurants,-13.006744,-38.464153,4c262a4ef1272d7f120086c5,778
11 - Amaralina,BOBs Drive Thru Pituba,Restaurants,-13.00836,-38.463499,5265adee11d20983d3b4afc8,675
11 - Amaralina,Djalma's Drinks,Restaurants,-13.008227,-38.462758,4c0bc6fbdb369c7414d891ea,752
11 - Amaralina,Tartufo Sorveteria,Restaurants,-13.008397,-38.463069,4bb38bf0a32876b0f3db01fe,695
11 - Amaralina,Cangaço Comida Nordestina,Restaurants,-13.01142,-38.469456,4bb0e8c0f964a5201f693ce3,152
11 - Amaralina,Kombi - Quatro Rodas,Restaurants,-13.01353,-38.473182,4c94432b94a0236a2d568b12,539
11 - Amaralina,Veneto Grill,Restaurants,-13.00865,-38.474217,4d728067946b6dcb36053d7a,758
11 - Amaralina,Bombom Eventos,Restaurants,-13.012181,-38.468359,4cfec5c7e75a8cfaf604e10b,22
11 - Amaralina,Mirante Bar,Restaurants,-13.013244,-38.468682,4f7e24ace4b00502a856cbac,108
11 - Amaralina,Alfafa Café e Bistrô,Restaurants,-13.01262,-38.469905,4e0cfa97c65ba20da2122d5d,172
11 - Amaralina,SanPizza,Restaurants,-13.010532,-38.468581,509aef0be4b019141dbefb52,194
